,gvkey,fyear,datafmt,tic,conm,at,capx,cogs,cshfd,cshpri,dltt,dp,epsfi,epsfx,epspi,epspx,ib,ibmii,mii,ni,nopi,pi,ppent,reuna,sale,seq,teq,txt,wcap,xido,xint,xsga,cshtr_c,at,adjex_f
1903,178413,2012,SUMM_STD,FTLF,FITLIFE BRANDS INC,7.676,0,11.568,9.378,7.447,0,0.244,0.27,0.27,0.34,0.34,2.524,2.524,0,2.524,0.013,1.876,0.019,-22.615,18.093,5.806,5.806,-0.648,4.527,0,0.018,4.4,14926762,7.676,0.1
1904,178413,2012,STD,FTLF,FITLIFE BRANDS INC,7.676,0,11.568,93.78,74.466,0,0.244,0.03,0.03,0.03,0.03,2.524,2.524,0,2.524,0.013,1.876,0.019,-22.615,18.093,5.806,5.806,-0.648,4.527,0,0.018,4.4,14926762,7.676,0.1
1905,178413,2013,SUMM_STD,FTLF,FITLIFE BRANDS INC,9.23,0,12.549,8.951,7.831,1.946,0.232,0.14,0.14,0.17,0.17,1.292,1.292,0,1.292,0.036,1.383,0.006,-21.322,19.684,4.809,4.809,0.091,5.659,0,0.041,5.515,4063904.5,9.23,1
1906,178413,2013,STD,FTLF,FITLIFE BRANDS INC,9.23,0,12.549,8.951,7.831,1.946,0.232,0.14,0.14,0.17,0.17,1.292,1.292,0,1.292,0.036,1.383,0.006,-21.322,19.684,4.809,4.809,0.091,5.659,0,0.041,5.515,4063904.5,9.23,1
1915,178859,2012,SUMM_STD,3RLIA,RELIABRAND INC,1.806,0.015,0.111,59.578,59.578,0,0.081,-0.01,-0.01,-0.01,-0.01,-0.823,-0.823,0,-0.823,-0.065,-0.823,0.107,-1.365,0.014,1.641,1.641,0,0.082,0,0.007,0.573,507135,1.806,1
1916,178859,2012,STD,3RLIA,RELIABRAND INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,507135,,1
1917,178859,2013,SUMM_STD,3RLIA,RELIABRAND INC,1.892,0.17,0.085,81.918,81.918,0,0.144,-0.02,-0.02,-0.02,-0.02,-2.013,-2.013,0,-2.013,-0.182,-2.013,0.248,-3.378,0.115,1.446,1.446,0,-0.001,0,0.003,1.714,3473941,1.892,1
1918,178859,2013,STD,3RLIA,RELIABRAND INC,1.892,0.17,0.085,81.918,81.918,0,0.144,-0.02,-0.02,-0.02,-0.02,-2.013,-2.013,0,-2.013,0,-2.013,0.248,-3.378,0.115,1.446,1.446,0,-0.001,0,0.003,1.714,3473941,1.892,1
1919,179621,2010,SUMM_STD,PM,PHILIP MORRIS INTERNATIONAL,35050,713,8869,1842,1839,13370,932,3.92,3.92,3.93,3.93,7259,7498,239,7259,51,10324,6499,18133,27208,3506,3933,2826,952,0,974,6160,1970383561,35050,1
1920,179621,2010,STD,PM,PHILIP MORRIS INTERNATIONAL,35050,713,8869,1842,1839,13370,932,3.92,3.92,3.93,3.93,7259,7498,239,7259,98,10324,6499,18133,27208,3506,3933,2826,952,0,974,6160,1970383561,35050,1
1921,179621,2011,SUMM_STD,PM,PHILIP MORRIS INTERNATIONAL,35488,897,9783,1762,1761,14828,993,4.85,4.85,4.85,4.85,8591,8879,288,8591,25,12532,6250,21757,31097,229,551,3653,65,0,934,6880,1827547536,35488,1
1922,179621,2011,STD,PM,PHILIP MORRIS INTERNATIONAL,35488,897,9783,1762,1761,14828,993,4.85,4.85,4.85,4.85,8591,8879,288,8591,134,12532,6250,21757,31097,229,551,3653,65,0,934,6880,1827547536,35488,1
1923,179621,2012,SUMM_STD,PM,PHILIP MORRIS INTERNATIONAL,37670,1056,9572,1692,1692,17639,898,5.17,5.17,5.17,5.17,8800,9154,354,8800,65,12987,6645,25076,31377,-3476,-3154,3833,-426,0,1007,6978,1323849763,37670,1
1924,179621,2012,STD,PM,PHILIP MORRIS INTERNATIONAL,37670,1056,9572,1692,1692,17639,898,5.17,5.17,5.17,5.17,8800,9154,354,8800,148,12987,6645,25076,31377,-3476,-3154,3833,-426,0,1007,6978,1323849763,37670,1
1925,179621,2013,SUMM_STD,PM,PHILIP MORRIS INTERNATIONAL,38168,1200,9621,1622,1622,24023,882,5.26,5.26,5.26,5.26,8576,8850,274,8576,-200,12520,6755,27843,31217,-7766,-6274,3670,-214,0,1104,6890,1263316771,38168,1
1926,179621,2013,STD,PM,PHILIP MORRIS INTERNATIONAL,38168,1200,9621,1622,1622,24023,882,5.26,5.26,5.26,5.26,8576,8850,274,8576,109,12520,6755,27843,31217,-7766,-6274,3670,-214,0,1104,6890,1263316771,38168,1
1927,179624,2009,SUMM_STD,CJJD,CHINA JO-JO DRUGSTORES INC,24.017,0.075,37.88,9.025,9.025,0,0.397,1.09,1.09,1.09,1.09,9.822,9.822,0,9.822,-0.056,12.702,1.186,16.164,55.175,16.69,16.69,2.88,7.683,0,,4.14,28610,24.017,0.5
1928,179624,2009,STD,CJJD,CHINA JO-JO DRUGSTORES INC,24.123,0.602,38.277,18.05,18.05,0,0.397,0.55,0.55,0.55,0.55,9.822,9.822,0,9.822,0.009,12.702,1.186,16.164,55.175,16.689,16.689,2.88,8.709,0,0.065,3.743,28610,24.123,0.5
1929,179624,2010,SUMM_STD,CJJD,CHINA JO-JO DRUGSTORES INC,53.935,4.643,48.017,13.255,13.255,0,0.81,0.64,0.64,0.64,0.64,8.432,8.432,0,8.432,0.377,11.956,5.471,24.597,69.969,42.064,42.064,3.524,27.739,0,,9.563,8308688,53.935,1
1930,179624,2010,STD,CJJD,CHINA JO-JO DRUGSTORES INC,53.935,4.643,47.994,13.255,13.255,0,0.832,0.64,0.64,0.64,0.64,8.432,8.432,0,8.432,0.4,11.956,5.471,24.596,69.969,42.064,42.064,3.524,27.74,0,0.024,9.563,8308688,53.935,1
1931,179624,2011,SUMM_STD,CJJD,CHINA JO-JO DRUGSTORES INC,74.961,11.555,64.449,13.57,13.568,0,2.341,0.6,0.6,0.6,0.6,8.142,8.14,-0.002,8.142,0.307,10.789,15.647,32.738,94.353,52.352,52.351,2.649,25.273,0,,17.081,10533394,74.961,1
1932,179624,2011,STD,CJJD,CHINA JO-JO DRUGSTORES INC,74.961,11.555,64.449,13.57,13.568,0,2.341,0.6,0.6,0.6,0.6,8.142,8.14,-0.002,8.142,0.307,10.789,15.647,32.738,94.353,52.352,52.351,2.649,25.273,0,,17.081,10533394,74.961,1
1933,179624,2012,SUMM_STD,CJJD,CHINA JO-JO DRUGSTORES INC,67.838,2.404,72.097,13.581,13.581,0,2.764,-1.06,-1.06,-1.06,-1.06,-14.334,-14.335,-0.001,-14.334,-1.399,-13.981,13.289,18.403,89.496,38.149,38.148,0.354,15.48,0,,27.217,7223960,67.838,1
1934,179624,2012,STD,CJJD,CHINA JO-JO DRUGSTORES INC,67.838,2.404,72.097,13.581,13.581,0,2.764,-1.06,-1.06,-1.06,-1.06,-14.334,-14.335,-0.001,-14.334,0.075,-13.981,13.289,18.403,89.496,38.149,38.148,0.354,15.48,0,,27.217,7223960,67.838,1
1935,179624,2013,SUMM_STD,CJJD,CHINA JO-JO DRUGSTORES INC,45.909,0.528,57.193,13.88,13.88,0,3.234,-1.83,-1.83,-1.83,-1.83,-25.356,-25.356,0,-25.356,-6.081,-25.311,9.413,-6.952,66.155,14.323,14.364,0.045,-2.163,0,,24.958,8231813,45.909,1
1936,179624,2013,STD,CJJD,CHINA JO-JO DRUGSTORES INC,45.909,0.528,57.193,13.88,13.88,0,3.234,-1.83,-1.83,-1.83,-1.83,-25.356,-25.356,0,-25.356,-0.265,-25.311,9.413,-6.952,66.155,14.323,14.364,0.045,-2.163,0,,24.958,8231813,45.909,1
1937,179700,2010,SUMM_STD,DPS,DR PEPPER SNAPPLE GROUP INC,8859,,2169,242.6,240.4,1687,201,2.17,2.17,2.19,2.19,528,528,0,528,-83,822,1168,400,5636,2459,2459,294,-29,0,131,2230,638202002,8859,1
1938,179700,2010,STD,DPS,DR PEPPER SNAPPLE GROUP INC,8859,246,2169,242.6,240.4,1687,201,2.17,2.17,2.19,2.19,528,528,0,528,20,822,1168,400,5636,2459,2459,294,-29,0,131,2230,638202002,8859,1
1939,179700,2011,SUMM_STD,DPS,DR PEPPER SNAPPLE GROUP INC,9283,238,2404,221.2,218.7,2256,207,2.74,2.74,2.77,2.77,606,606,0,606,-10,926,1152,740,5903,2263,2263,320,-158,0,117,2239,501784363,9283,1
1940,179700,2011,STD,DPS,DR PEPPER SNAPPLE GROUP INC,9283,215,2404,221.2,218.7,2256,207,2.74,2.74,2.77,2.77,606,606,0,606,8,926,1152,740,5903,2263,2263,320,-158,0,117,2239,501784363,9283,1
1941,179700,2012,SUMM_STD,DPS,DR PEPPER SNAPPLE GROUP INC,8928,217,2416,212.3,210.6,2554,208,2.96,2.96,2.99,2.99,629,629,0,629,2,978,1202,1080,5995,2280,2280,349,103,0,127,2268,431826869,8928,1
1942,179700,2012,STD,DPS,DR PEPPER SNAPPLE GROUP INC,8928,193,2416,212.3,210.6,2554,208,2.96,2.96,2.99,2.99,629,629,0,629,2,978,1202,1080,5995,2280,2280,349,103,0,127,2268,431826869,8928,1
1943,179700,2013,SUMM_STD,DPS,DR PEPPER SNAPPLE GROUP INC,8201,179,2411,204.5,202.9,2508,203,3.05,3.05,3.08,3.08,624,624,0,624,-453,543,1173,1393,5997,2277,2277,-81,89,0,124,2263,343155548,8201,1
1944,179700,2013,STD,DPS,DR PEPPER SNAPPLE GROUP INC,8201,179,2411,204.5,202.9,2508,203,3.05,3.05,3.08,3.08,624,624,0,624,4,543,1173,1393,5997,2277,2277,-81,89,0,124,2263,343155548,8201,1
1945,179846,2010,SUMM_STD,6179B,MHP SA,1574.009,139.157,594.824,109.411,109.411,658.3,67.902,1.88,1.88,1.88,1.88,205.395,215.448,10.053,205.395,97.244,217.321,744.965,436.439,944.206,640.984,670.368,1.873,476.644,0,70.399,91.004,,1574.009,
1946,179846,2010,STD,6179B,MHP SA,1574.009,139.157,594.824,109.411,109.411,658.3,67.902,1.88,1.88,1.88,1.88,205.395,215.448,10.053,205.395,96.302,217.321,744.965,436.439,945.148,640.984,670.368,1.873,476.644,0,70.399,91.004,,1574.009,
1947,179846,2011,SUMM_STD,6179B,MHP SA,1944.36,234.895,801.164,107.855,107.855,708.666,80.341,2.26,2.26,2.26,2.26,243.376,259.355,15.979,243.376,91.26,262.115,1008.923,679.815,1229.09,881.32,925.809,2.76,501.067,0,83.949,92.781,,1944.36,1
1948,179846,2011,STD,6179B,MHP SA,1944.36,234.895,801.164,107.855,107.855,708.666,80.341,2.26,2.26,2.26,2.26,243.376,259.355,15.979,243.376,90.238,262.115,1008.923,679.815,1230.112,881.32,925.809,2.76,501.067,0,83.949,92.781,,1944.36,1
1949,179846,2012,SUMM_STD,6179B,MHP SA,2488.108,257.667,910.305,106.242,106.242,816.953,87.135,2.8,2.8,2.8,2.8,297.104,310.916,13.812,297.104,106.354,318.704,1339.687,976.919,1407.522,1159.655,1198.663,7.788,532.101,0,89.512,108.22,,2488.108,1
1950,179846,2012,STD,6179B,MHP SA,2488.108,257.667,910.305,106.242,106.242,816.953,87.135,2.8,2.8,2.8,2.8,297.104,310.916,13.812,297.104,106.354,318.704,1339.687,976.919,1407.522,1159.655,1198.663,7.788,532.101,0,89.512,108.22,,2488.108,1
1951,179846,2013,SUMM_STD,6179B,MHP SA,2768.078,157.216,1067.734,105.667,105.667,1183.395,119.014,1.48,1.48,1.48,1.48,155.907,162.24,6.333,155.907,79.263,160.235,1493.739,1012.826,1496.079,1195.54,1249.205,-2.005,780.731,0,112.139,116.22,,2768.078,1
1952,179846,2013,STD,6179B,MHP SA,2768.078,157.216,1067.734,105.667,105.667,1183.395,119.014,1.48,1.48,1.48,1.48,155.907,162.24,6.333,155.907,89.141,160.235,1493.739,1012.826,1496.079,1195.54,1249.205,-2.005,780.731,0,112.139,116.22,,2768.078,1
1953,179894,2010,SUMM_STD,URBF,URBAN BARNS FOODS INC,0,,,,,0,,,,,,,,,,,,0,-0.004,,-0.003,-0.003,,-0.003,,,,9810819,0,0.005
1954,179894,2010,STD,URBF,URBAN BARNS FOODS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9810819,,0.005
1955,179894,2011,SUMM_STD,URBF,URBAN BARNS FOODS INC,0.113,0.061,0,15.481,15.481,0,0.006,0,0,0,0,-0.034,-0.034,0,-0.034,0.017,-0.034,0.066,-0.173,0,-0.068,-0.068,0,-0.134,0,0,0.045,7425610.14,0.113,1
1956,179894,2011,STD,URBF,URBAN BARNS FOODS INC,0.113,0.061,0,15.481,15.481,0,0.006,0,0,0,0,-0.034,-0.034,0,-0.034,0.017,-0.034,0.066,-0.173,0,-0.068,-0.068,0,-0.134,0,0,0.045,7425610.14,0.113,1
1957,179894,2012,SUMM_STD,URBF,URBAN BARNS FOODS INC,0.191,0.072,0,57.096,57.096,0,0.017,-0.01,-0.01,-0.01,-0.01,-0.353,-0.353,0,-0.353,0.002,-0.353,0.118,-0.526,0,-0.205,-0.205,0,-0.36,0,0.023,0.315,19111670,0.191,1
1958,179894,2012,STD,URBF,URBAN BARNS FOODS INC,0.191,0.072,0,57.096,57.096,0,0.017,-0.01,-0.01,-0.01,-0.01,-0.353,-0.353,0,-0.353,0.005,-0.353,0.118,-0.526,0,-0.205,-0.205,0,-0.36,0,0.023,0.315,19111670,0.191,1
1959,179894,2013,SUMM_STD,URBF,URBAN BARNS FOODS INC,0.341,0.122,0.001,135.473,135.473,0,0.024,-0.01,-0.01,-0.01,-0.01,-1.699,-1.699,0,-1.699,-0.273,-1.699,0.247,-2.226,0.006,-0.303,-0.303,0,-0.588,0,0.146,1.261,47172807,0.341,1
1960,179894,2013,STD,URBF,URBAN BARNS FOODS INC,0.341,0.122,0.001,135.473,135.473,0,0.024,-0.01,-0.01,-0.01,-0.01,-1.699,-1.699,0,-1.699,-0.271,-1.699,0.247,-2.226,0.006,-0.303,-0.303,0,-0.588,0,0.146,1.261,47172807,0.341,1
1961,180833,2010,SUMM_STD,MJN,MEAD JOHNSON NUTRITION CO,2293.1,172.4,1084.9,205.1,204.7,1532.5,64.7,2.2,2.2,2.2,2.2,452.7,458.2,5.5,452.7,-88.3,634.3,550.5,474,3141.6,-367.4,-358.3,176.1,472.9,0,55.8,1213.6,431935937,2293.1,1
1962,180833,2010,STD,MJN,MEAD JOHNSON NUTRITION CO,2293.1,172.4,1084.9,205.1,204.7,1532.5,64.7,2.2,2.2,2.2,2.2,452.7,458.2,5.5,452.7,0.7,634.3,550.5,474,3141.6,-367.4,-358.3,176.1,472.9,0,55.8,1213.6,431935937,2293.1,1
1963,180833,2011,SUMM_STD,MJN,MEAD JOHNSON NUTRITION CO,2766.8,109.5,1287,205,204.3,1531.9,75.3,2.47,2.47,2.48,2.48,508.5,519,10.5,508.5,-87.8,721.9,576.1,770,3677,-179.1,-168,202.9,689.6,0,60.4,1444.6,407900203,2766.8,1
1964,180833,2011,STD,MJN,MEAD JOHNSON NUTRITION CO,2766.8,109.5,1287,205,204.3,1531.9,75.3,2.47,2.47,2.48,2.48,508.5,519,10.5,508.5,8.2,721.9,576.1,770,3677,-179.1,-168,202.9,689.6,0,60.4,1444.6,407900203,2766.8,1
1965,180833,2012,SUMM_STD,MJN,MEAD JOHNSON NUTRITION CO,3258.2,124.4,1408.4,204.3,203.6,1523.2,76.9,2.95,2.95,2.96,2.96,604.5,612.4,7.9,604.5,-33.4,805,689.9,1124.8,3901.3,18.7,29,192.6,645.1,0,71.5,1506.1,449709108,3258.2,1
1966,180833,2012,STD,MJN,MEAD JOHNSON NUTRITION CO,3258.2,124.4,1408.4,204.475,203.6,1523.2,76.9,2.95,2.95,2.96,2.96,604.5,612.4,7.9,604.5,1.1,805,689.9,1124.8,3901.3,18.7,29,192.6,645.1,0,71.5,1506.1,449709108,3258.2,1
1967,180833,2013,SUMM_STD,MJN,MEAD JOHNSON NUTRITION CO,3474.1,240.4,1449.7,203.1,202.4,1009.1,83.1,3.19,3.19,3.2,3.2,649.5,654.9,5.4,649.5,-65.7,874,867.5,1470.4,4200.7,291.8,300.5,219.1,336.8,0,64.9,1663.3,433800734,3474.1,1
1968,180833,2013,STD,MJN,MEAD JOHNSON NUTRITION CO,3474.1,240.4,1449.7,203.1,202.4,1009.1,83.1,3.19,3.19,3.2,3.2,649.5,654.9,5.4,649.5,-20.9,874,867.5,1470.4,4200.7,291.8,300.5,219.1,336.8,0,64.9,1663.3,433800734,3474.1,1
1969,180866,2010,SUMM_STD,MYOS,MYOS CORP,0,0,0,49,49,0,0,0,0,0,0,-0.017,-0.017,0,-0.017,0.013,-0.017,0,-0.134,0,-0.054,-0.054,0,-0.054,0,0,0.03,163517,0,0.02
1970,180866,2010,STD,MYOS,MYOS CORP,0,0,0,49,49,0,0,0,0,0,0,-0.017,-0.017,0,-0.017,0,-0.017,0,-0.134,0,-0.054,-0.054,0,-0.054,0,0,0.03,163517,0,0.02
1971,180866,2011,SUMM_STD,MYOS,MYOS CORP,2.808,0.003,0.05,61.673,61.673,0,0,-0.09,-0.09,-0.09,-0.09,-5.597,-5.597,0,-5.597,-0.965,-5.597,0.003,-5.731,0.099,0.474,0.474,0,-0.666,0,0.036,4.645,11695346,2.808,0.02
1972,180866,2011,STD,MYOS,MYOS CORP,2.808,0.003,0.05,61.673,61.673,0,0,-0.09,-0.09,-0.09,-0.09,-5.597,-5.597,0,-5.597,1.697,-5.597,0.003,-5.731,0.099,0.474,0.474,0,-0.666,0,0.036,4.645,11695346,2.808,0.02
1973,180866,2012,SUMM_STD,MYOS,MYOS CORP,6.529,0.007,0.862,92,92,0,0.001,-0.04,-0.04,-0.04,-0.04,-3.914,-3.914,0,-3.914,-0.768,-3.914,0.008,-9.646,0.912,6.198,6.198,0,4.275,0,0.111,3.084,51207692,6.529,0.02
1974,180866,2012,STD,MYOS,MYOS CORP,6.529,0.007,0.862,92,92,0,0.001,-0.04,-0.04,-0.04,-0.04,-3.914,-3.914,0,-3.914,-0.007,-3.914,0.008,-9.646,0.912,6.198,6.198,0,4.275,0,0.111,3.084,51207692,6.529,0.02
1975,180866,2013,SUMM_STD,MYOS,MYOS CORP,3.836,0.373,1.484,110.651,110.651,0,0.037,-0.04,-0.04,-0.04,-0.04,-4.263,-4.263,0,-4.263,0.004,-4.263,0.344,-13.909,3.318,3.34,3.34,0,0.958,0,0,6.064,42270025,3.836,0.02
1976,180866,2013,STD,MYOS,MYOS CORP,3.836,0.373,1.484,110.651,110.651,0,0.037,-0.04,-0.04,-0.04,-0.04,-4.263,-4.263,0,-4.263,0.004,-4.263,0.344,-13.909,3.318,3.34,3.34,0,0.958,0,0,6.064,42270025,3.836,0.02
1977,181970,2010,SUMM_STD,STVF,STEVIA FIRST CORP,0.011,0,0,51.45,51.45,0,0,0,0,0,0,-0.035,-0.035,0,-0.035,,-0.035,0,-0.11,0,-0.086,-0.086,0,-0.086,0,0.003,,,0.011,1
1978,181970,2010,STD,STVF,STEVIA FIRST CORP,0.011,0,0,7.35,7.35,0,0,0,0,0,0,-0.035,-0.035,0,-0.035,0,-0.035,0,-0.11,0,-0.086,-0.086,0,-0.086,0,0.005,0.03,,0.011,1
1979,181970,2011,SUMM_STD,STVF,STEVIA FIRST CORP,0.535,0,0,51.451,51.451,0.277,0,-0.03,-0.03,-0.03,-0.03,-1.321,-1.321,0,-1.321,-0.003,-1.321,0,-1.432,0,-0.049,-0.049,0,0.228,0,0.018,1.3,0,0.535,1
1980,181970,2011,STD,STVF,STEVIA FIRST CORP,0.535,0,0,51.451,51.451,0.277,0,-0.03,-0.03,-0.03,-0.03,-1.321,-1.321,0,-1.321,-0.003,-1.321,0,-1.432,0,-0.049,-0.049,0,0.228,0,0.018,1.262,0,0.535,1
1981,181970,2012,SUMM_STD,STVF,STEVIA FIRST CORP,0.539,0,0,53.37,53.37,0.58,0,-0.05,-0.05,-0.05,-0.05,-2.743,-2.743,0,-2.743,0.232,-2.743,0,-4.174,0,-0.568,-0.568,0,0.002,0,0.426,2.549,116210018,0.539,1
1982,181970,2012,STD,STVF,STEVIA FIRST CORP,0.539,0,0,53.37,53.37,0.58,0,-0.05,-0.05,-0.05,-0.05,-2.743,-2.743,0,-2.743,0.125,-2.743,0,-4.174,0,-0.568,-0.568,0,0.002,0,0.426,2.549,116210018,0.539,1
1983,181970,2013,SUMM_STD,STVF,STEVIA FIRST CORP,1.424,0,0,60.128,60.128,0,0,-0.07,-0.07,-0.07,-0.07,-4.153,-4.153,0,-4.153,-0.151,-4.153,0,-8.326,0,-0.11,-0.11,0,-0.11,0,0.404,3.598,32199523,1.424,1
1984,181970,2013,STD,STVF,STEVIA FIRST CORP,1.424,0,0,60.128,60.128,0,0,-0.07,-0.07,-0.07,-0.07,-4.153,-4.153,0,-4.153,-0.151,-4.153,0,-8.326,0,-0.11,-0.11,0,-0.11,0,0.404,3.598,32199523,1.424,1
1985,182497,2010,SUMM_STD,KANP,KAANAPALI LAND LLC,144.697,0.818,6.11,1.845,1.845,0,0.302,-2.22,-2.22,-2.22,-2.22,-4.092,-4.092,0,-4.092,2.67,-7.687,70.929,103.016,3.395,102.113,102.113,-3.595,,0,0,7.34,30531,144.697,1
1986,182497,2010,STD,KANP,KAANAPALI LAND LLC,144.697,0.818,6.11,1.845,1.845,0,0.302,-2.22,-2.22,-2.22,-2.22,-4.092,-4.092,0,-4.092,0.604,-7.687,70.929,103.016,3.395,102.113,102.113,-3.595,,0,0,7.34,30531,144.697,1
1987,182497,2011,SUMM_STD,KANP,KAANAPALI LAND LLC,132.782,0.778,4.543,1.845,1.845,0,0.276,-3.69,-3.69,-3.69,-3.69,-6.803,-6.803,0,-6.803,0.175,-4.87,70.442,96.213,5.318,90.537,90.537,1.933,,0,0,5.544,15358,132.782,1
1988,182497,2011,STD,KANP,KAANAPALI LAND LLC,132.782,0.778,4.543,1.845,1.845,0,0.276,-3.69,-3.69,-3.69,-3.69,-6.803,-6.803,0,-6.803,0.175,-4.87,70.442,96.213,5.318,90.537,90.537,1.933,,0,0,5.544,15358,132.782,1
1989,182497,2012,SUMM_STD,KANP,KAANAPALI LAND LLC,126.889,0.424,4.252,1.845,1.845,0,0.286,-0.23,-0.23,-0.23,-0.23,-0.418,-0.418,0,-0.418,0.379,0.22,70.435,95.795,4.761,90.177,90.177,0.638,,0,0,0.382,17830,126.889,1
1990,182497,2012,STD,KANP,KAANAPALI LAND LLC,126.889,0.424,4.252,1.845,1.845,0,0.286,-0.23,-0.23,-0.23,-0.23,-0.418,-0.418,0,-0.418,0.379,0.22,70.435,95.795,4.761,90.177,90.177,0.638,,0,0,0.382,17830,126.889,1
1991,182638,2011,SUMM_STD,PLSB,PULSE BEVERAGE CORP,2.615,0.126,0.069,29.834,29.834,0,0.011,-0.03,-0.03,-0.03,-0.03,-0.915,-0.915,0,-0.915,-0.038,-0.915,0.859,-1.119,0.108,2.405,2.405,0,0.322,0,0,0.905,16969705,2.615,1
1992,182638,2011,STD,PLSB,PULSE BEVERAGE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,16969705,,1
1993,182638,2012,SUMM_STD,PLSB,PULSE BEVERAGE CORP,3.541,0.127,1.504,34.762,34.762,0,0.037,-0.1,-0.1,-0.1,-0.1,-3.506,-3.506,0,-3.506,-0.471,-3.506,0.483,-4.625,2.296,3.193,3.193,0,1.417,0,0,3.79,10438495,3.541,1
1994,182638,2012,STD,PLSB,PULSE BEVERAGE CORP,3.541,0.127,1.504,34.762,34.762,0,0.037,-0.1,-0.1,-0.1,-0.1,-3.506,-3.506,0,-3.506,-0.481,-3.506,0.483,-4.625,2.296,3.193,3.193,0,1.417,0,0,3.79,10438495,3.541,1
1995,182638,2013,SUMM_STD,PLSB,PULSE BEVERAGE CORP,5.264,0.037,2.176,49.85,49.85,0,0.095,-0.06,-0.06,-0.06,-0.06,-3.182,-3.182,0,-3.182,-0.093,-3.182,0.34,-7.807,3.329,4.862,4.862,0,3.188,0,0,4.147,21263775,5.264,1
1996,182638,2013,STD,PLSB,PULSE BEVERAGE CORP,5.264,0.037,2.176,49.85,49.85,0,0.095,-0.06,-0.06,-0.06,-0.06,-3.182,-3.182,0,-3.182,-0.099,-3.182,0.34,-7.807,3.329,4.862,4.862,0,3.188,0,0,4.147,21263775,5.264,1
1997,183635,2010,SUMM_STD,0563B,TOPS HOLDING CORP,680.351,49.663,1619.483,,,537.478,77.315,,,,,-26.954,-26.954,0,-26.954,-15.986,-35.958,378.575,-62.507,2257.536,-65.511,-65.511,-9.004,25.068,0,61.231,519.479,,680.351,1
1998,183635,2010,STD,0563B,TOPS HOLDING CORP,680.351,49.663,1619.483,,,537.478,77.315,,,,,-26.954,-26.954,0,-26.954,0,-35.958,378.575,-62.507,2257.536,-65.511,-65.511,-9.004,25.068,0,61.231,519.479,,680.351,1
1999,183635,2011,STD,0563B,TOPS HOLDING CORP,647.212,45.575,1690.207,,,515.054,67.053,,,,,5.832,5.832,0,5.832,0,7.127,358.263,-56.675,2355.492,-59.464,-59.464,1.295,42.303,0,61.698,528.709,,647.212,1
2000,183635,2011,SUMM_STD,0563B,TOPS HOLDING CORP,647.212,45.575,1690.207,,,515.054,67.053,,,,,5.832,5.832,0,5.832,-0.698,7.127,358.263,-56.675,2355.492,-59.464,-59.464,1.295,42.303,0,61.698,528.709,,647.212,1
2001,183755,2010,SUMM_STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,3.486,0.28,0,19.34,19.34,0.624,0.037,-0.21,-0.21,-0.21,-0.21,-4.135,-4.135,0,-4.135,-2.227,-4.134,2.986,-4.747,0,2.117,2.117,0.001,-0.245,0,0.314,1.556,108008,3.486,1
2002,183755,2010,STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,3.486,0.28,0,19.34,19.34,0.624,0.037,-0.21,-0.21,-0.21,-0.21,-4.135,-4.135,0,-4.135,-0.714,-4.134,2.986,-4.747,0,2.117,2.117,0.001,-0.245,0,0.314,1.556,108008,3.486,1
2003,183755,2011,STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.464,0,0,19.631,19.631,0.021,0.043,0.01,0.01,0.01,0.01,0.254,0.254,0,0.254,0.131,0.257,1.375,-4.494,0,2.37,2.37,0.003,1.016,0,0.032,0.42,60816,2.464,1
2004,183755,2011,SUMM_STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.464,0,0,19.631,19.631,0.021,0.043,0.01,0.01,0.01,0.01,0.254,0.254,0,0.254,0.752,0.257,1.375,-4.494,0,2.37,2.37,0.003,1.016,0,0.032,0.42,60816,2.464,1
2005,183755,2012,SUMM_STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.366,0,0,19.631,19.631,0.011,0.027,0,0,0,0,-0.05,-0.05,0,-0.05,0.289,-0.048,0.092,-4.543,0,2.321,2.321,0.002,2.24,0,0.001,0.309,84317,2.366,1
2006,183755,2012,STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.366,0,0,19.631,19.631,0.011,0.027,0,0,0,0,-0.05,-0.05,0,-0.05,0.289,-0.048,0.092,-4.543,0,2.321,2.321,0.002,2.24,0,0.001,0.309,84317,2.366,1
2007,183755,2013,STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.041,0,0,19.631,19.631,0,0,-0.02,-0.02,-0.02,-0.02,-0.31,-0.31,0,-0.31,0.004,-0.309,0.092,-4.853,0,2.011,2.011,0.001,1.919,0,0.001,0.312,479309,2.041,1
2008,183755,2013,SUMM_STD,3CAGZ,CULLEN AGRICULTURAL HOLDING,2.041,0,0,19.631,19.631,0,0,-0.02,-0.02,-0.02,-0.02,-0.31,-0.31,0,-0.31,0.004,-0.309,0.092,-4.853,0,2.011,2.011,0.001,1.919,0,0.001,0.312,479309,2.041,1
