,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
227,5210,2011,GLDC,DS,1.0,1.0,USD,1.0,12,5,0.0,2.43,0.675,0.0,0.675,20.047,0.0,0.0,2.21,0.0,0.0,0.0,2.21,-0.026000000000000002,2.21,6.025,0.0,48.754,2.0791,6.497999999999999,5.215,5.215,24.398000000000003,24.398000000000003,24.398000000000003,1.8940000000000001,1.8940000000000001,-0.828,2.208,2.208,0.0,0.0,0.0,0.0,0.0,0.0,2.208,67.34,11.735,13.829,11.735,11.735,9.219,0.667,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.358,,0.0,2.208,3.362,36.64,0.0,37.468,5.707999999999999,5.707999999999999,5.672000000000001,0.0,0.0,3.303,62.788000000000004,3.303,62.788000000000004,0.0,0.0,0.0,0.0,1.4669999999999999,1.4669999999999999,0.0,0.0,1.4669999999999999,3.952,7.255,0.795,0.19,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5830000000000002,0.0,0.0,0.0,68.846,2.208,2.208,2.208,2.208,2.208,30.105999999999998,0.0,0.0,0.0,0.28300000000000003,-0.161,5.157,0.0,0.0,0.0,0.0,-4.992,0.0,0.0,4.654,0.182,0.182,14.040999999999999,0.0,1.0979999999999999,1.0979999999999999,48.754,24.355999999999998,0.0,0.0,0.0,0.0,1.058,0.0,0.0,2.208,2.208,0.27699999999999997,0.27699999999999997,3.0039999999999996,5.747000000000001,3.952,7.255,0.19,0.19,3.946,0.0,0.0,0.0,0.0,89.285,26.497,89.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.607,0.0,0.0,-0.34600000000000003,0.28600000000000003,10.565999999999999,0.0,10.28,19.607,136.186,136.186,24.398000000000003,0.0,0.0,2.102,0.18,0.18,0.0,-0.163,0.0,24.398000000000003,10.925999999999998,10.925999999999998,2.094,0.0,0.0,3.509,0.0,0.615,0.0,0.557,0.5579999999999999,3.509,0.0,-2.8939999999999997,1.224,4.118,0.0,0.0,0.375,0.0,1.7380000000000002,0.0,6.006,4.4719999999999995,0.0,0.0,0.28300000000000003,128.931,61.591,14,311919.0,2090.0,1145319.0,0.125,0.125,3.62,3.9001,2.91,1.0,1065545.0,0.12505,0.12505,3.33,3.9001,3.05,1.0,1.0,Y,Y,30202030,311919,1,2090,0
230,5210,2012,GLDC,DS,1.0,1.0,USD,1.0,12,8,0.0,2.151,0.596,0.0,0.596,18.324,0.0,0.0,2.338,0.0,0.0,0.0,2.338,0.022000000000000002,2.338,4.809,0.0,47.756,2.0505,6.497999999999999,4.15,4.15,24.058000000000003,24.058000000000003,24.058000000000003,0.757,0.757,-1.137,1.1340000000000001,1.1340000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1340000000000001,67.248,11.732999999999999,13.829,11.732999999999999,11.732999999999999,9.219,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39299999999999996,,0.0,1.1340000000000001,3.5610000000000004,38.361999999999995,0.0,38.288000000000004,5.314,5.314,5.314,0.0,0.0,3.5389999999999997,65.92699999999999,3.5389999999999997,65.92699999999999,0.0,0.0,0.0,0.0,1.4680000000000002,1.4680000000000002,0.0,0.0,1.4680000000000002,2.324,5.8629999999999995,0.79,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.669,0.0,0.0,0.0,70.097,1.1340000000000001,1.1340000000000001,1.1340000000000001,1.1340000000000001,1.1340000000000001,29.372,0.0,0.0,0.0,0.311,0.201,4.956,0.0,0.0,0.0,0.0,-4.075,0.0,0.0,5.624,0.19699999999999998,0.19699999999999998,14.047,0.0,1.033,1.033,47.756,23.698,0.0,0.0,0.0,0.0,0.8270000000000001,0.0,0.0,1.1340000000000001,1.1340000000000001,0.16399999999999998,0.16399999999999998,3.168,4.607,2.324,5.8629999999999995,0.1,0.1,2.177,0.0,0.0,0.0,0.0,93.021,27.094,93.022,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,19.274,0.0,0.0,0.106,0.166,10.46,0.0,10.294,19.274,137.345,137.345,24.058000000000003,0.0,0.0,1.094,0.1,0.1,0.0,-0.061,0.0,24.058000000000003,10.933,10.933,2.096,0.0,0.0,3.304,0.0,0.596,0.0,-0.18600000000000003,-0.18600000000000003,3.304,0.0,-2.708,1.24,3.948,0.0,0.053,1.115,0.0,1.043,0.0,4.277,5.4270000000000005,0.0,0.0,0.311,131.482,64.234,14,311919.0,2090.0,885435.0,0.12505,0.12505,3.43,3.6501,3.05,1.0,962384.0,0.1251,0.1251,3.55,3.7,3.15,1.0,1.0,Y,Y,30202030,311919,1,2090,0
232,5301,2009,GAPTQ,DS,1.0,1.0,USD,1.0,12,5,0.0,43.373999999999995,43.373999999999995,-79.403,43.373999999999995,931.163,0.0,10.7,145.57399999999998,0.0,0.0,-79.403,145.57399999999998,-143.244,145.57399999999998,288.244,0.0,2827.217,-10.2285,498.144,86.37799999999999,86.37799999999999,-529.203,-571.446,-834.3560000000001,252.426,254.419,77.051,-850.7539999999999,-876.498,0.0,0.0,0.0,0.0,25.744,0.0,-850.7539999999999,5901.348000000001,53.20399999999999,55.868,55.868,53.20399999999999,55.868,1.0,0.0,,484.165,0.0,511.92800000000005,379.171,0.0,379.171,0.0,18.113,251.312,0.0,-786.7739999999999,18.113,296.199,134.871,256.27299999999997,1456.602,996.2360000000001,276.508,-95.848,0.0,245.46,1651.011,245.46,1651.011,29.309,155.311,200.0,0.0,5.093999999999999,0.0,6.124,0.0,6.124,-108.92399999999999,136.536,45.0,-16.59,-14.79,-16.59,-14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.987,181.93400000000003,709.895,709.895,115.197,2912.22,-780.65,-786.7739999999999,-780.65,-786.7739999999999,-780.65,1060.156,262.91,147.713,0.0,146.2,7.617000000000001,467.227,0.0,0.0,0.0,0.0,-62.966,1.993,5.847,391.686,171.99599999999998,142.687,729.845,9.3,1025.849,870.538,2827.217,3223.663,0.0,0.0,0.0,0.0,265.881,1034.121,0.0,-876.498,-882.622,-9.012,-9.012,0.0,-41.917,-108.92399999999999,136.536,-8.78,-8.78,-802.6439999999999,9.346,0.18,0.18,0.0,3138.5809999999997,1487.57,3138.5809999999997,-1.409,-0.03,-0.03,0.175,0.0,132.757,132.757,175.0,0.0,132.757,175.0,-1083.215,-3.8560000000000003,-79.403,30.838,0.0,166.143,0.0,166.143,-1003.812,8813.568000000001,8813.568000000001,-396.44599999999997,0.0,5.914,-511.94300000000004,-5.68,-9.63,-491.65,,175.08900000000003,-396.44599999999997,0.0,0.0,0.0,0.0,0.0,11.367,0.0,0.0,3.295,-15.985,140.282,11.367,0.036000000000000004,-14.662,380.283,394.945,0.0,31.802,3.8,0.0,-21.994,0.0,201.31799999999998,219.69,-95.848,-95.848,193.058,8677.032,2775.684,19,445110.0,5411.0,194457905.0,0.0,0.0,11.79,12.9,3.01,1.0,197538074.0,0.0,0.0,7.27,13.0,3.01,1.0,4.0,Y,Y,30101030,445110,1,5411,3
234,5301,2010,GAPTQ,DS,1.0,1.0,USD,1.0,12,5,0.0,36.329,36.329,-75.309,36.329,1041.593,0.0,10.7,141.357,0.0,0.0,-75.309,141.357,58.898999999999994,141.357,142.967,0.0,2644.849,-21.8503,511.157,71.07,71.07,-1140.964,-1176.685,-1411.385,352.60699999999997,354.338,100.181,-594.481,-598.575,0.0,0.0,0.0,0.0,4.093999999999999,0.0,-594.481,5459.401999999999,53.72,53.852,53.852,53.72,53.852,1.0,0.0,,0.0,0.0,143.299,0.0,0.0,0.0,0.0,0.0,350.0,0.0,-689.7510000000001,0.0,1104.03,350.0,809.628,350.0,0.0,0.0,74.825,132.817,218.398,1627.1129999999998,218.398,1627.1129999999998,1.936,0.0,0.0,0.0,10.5,0.0,16.351,0.0,16.351,-308.595,-90.197,39.0,-11.45,-12.84,-11.45,-12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.715,207.215,373.35900000000004,373.35900000000004,110.412,2619.053,-673.4,-689.7510000000001,-673.4,-689.7510000000001,-673.4,-647.665,234.7,124.288,0.0,129.67700000000002,24.223000000000003,440.96,6.41,0.0,0.0,0.0,-26.064,1.7309999999999999,0.262,174.476,32.597,30.660999999999998,343.61800000000005,11.3,2948.8959999999997,2948.8959999999997,2644.849,3642.514,0.0,0.0,0.0,0.0,198.768,679.9989999999999,0.0,-598.575,-614.9259999999999,13.817,13.817,0.0,-80.97,-308.595,-90.197,-10.86,-10.86,-677.198,1.841,0.03,0.03,0.0,2854.312,1227.1989999999998,2854.312,-0.8740000000000001,-0.02,-0.02,0.179,0.0,143.299,143.299,179.02,0.0,143.299,179.02,-1705.973,-28.276999999999997,-75.309,-34.28,0.0,209.96599999999998,0.0,209.96599999999998,-1630.664,8078.455,8078.455,-997.665,0.0,0.0,-688.784,-12.83,-12.83,-164.011,,0.027999999999999997,-997.665,0.0,0.0,0.0,0.0,0.0,0.0,16.73,0.0,28.335,-3.0580000000000003,-3.0580000000000003,0.0,-0.012,-11.605,251.653,263.258,0.0,26.175,0.243,0.0,-3.798,0.0,697.975,141.879,74.825,-45.111000000000004,218.40900000000002,8168.651999999999,2709.25,19,445110.0,5411.0,323437717.0,0.0,0.0,0.21100000000000002,13.0,0.12300000000000001,1.0,331904147.0,0.0,0.0,0.2499,8.87,0.12300000000000001,1.0,4.0,Y,Y,30101030,445110,1,5411,3
236,5568,2009,HNZ,DS,1.0,1.0,USD,1.0,12,5,0.0,273.407,142.588,-979.581,142.588,3051.125,0.0,28.2,864.158,1.876,-2.198,-757.648,864.158,2.113,864.158,1007.5169999999999,11.427999999999999,10075.711,5.9532,657.596,277.642,277.642,1891.275,1891.275,-2177.357,483.25300000000004,483.25300000000004,110.10799999999999,1181.271,882.3430000000001,202.011,-19.590999999999998,24.061999999999998,0.0,116.508,0.0,1157.2089999999998,6409.2609999999995,318.113,431.096,317.692,315.948,107.774,0.25,-2.153,0.0,,0.0,0.07,0.0,0.0,0.0,230.61900000000003,15.167,1401.8,0.0,912.327,59.02,447.056,1033.25,1057.626,4559.152,,3103.3540000000003,-49.597,,282.728,2373.844,302.836,2373.844,0.0,0.0,0.0,207.09599999999998,533.552,533.543,0.009000000000000001,0.0,533.552,1581.9160000000002,1864.644,29.6,2.71,2.87,2.73,2.89,0.0,0.0,0.0,,,-17.616,0.0,0.0,-71.163,-1147.9160000000002,-449.001,-449.001,2770.9179999999997,4085.722,914.4889999999999,912.327,931.94,914.48,931.94,6507.648,4068.632,1297.714,,305.332,48.537,1249.127,206.02,,0.0,0.0,13.443,0.0,0.0,1078.229,121.99700000000001,121.99700000000001,2175.359,0.0,727.615,727.615,10075.711,8127.215,0.0,57.151,57.151,17.451,78.7,151.9,0.0,864.8919999999999,862.73,26.936999999999998,-18.2,43.853,1262.197,1581.9160000000002,1864.644,2.94,2.92,1290.454,-3.3160000000000003,-0.01,-0.01,0.006999999999999999,4465.64,2091.7960000000003,4465.64,-2.116,-0.01,-0.01,0.0,0.0,0.07,0.07,0.07,0.07,0.0,0.2,5876.451999999999,0.0,-757.97,121.387,250.493,1045.338,-221.611,794.845,6856.033,10494.983,10494.983,1891.345,0.0,0.0,897.16,2.82,2.84,-22.688000000000002,44.86,67.369,1948.496,4750.5470000000005,4750.5470000000005,113.404,0.0,0.0,665.0889999999999,,,,220.528,220.528,665.0889999999999,163.241,-508.54,572.626,1081.1660000000002,0.0,30.593000000000004,138.953,0.0,358.514,0.0,875.7660000000001,956.232,-49.597,-49.597,295.711,8630.339,2221.078,11,31142.0,2030.0,683281274.0,1.67,1.675,42.76,43.75,30.51,1.0,610888171.0,1.68,1.68,46.87,47.8399,34.15,1.0,4.0,Y,Y,30202030,31142,1,2030,0
238,5568,2010,HNZ,DS,1.0,1.0,USD,1.0,12,5,0.0,312.653,153.132,-299.564,153.132,3753.542,0.0,29.0,1074.795,-9.699,-4.374,-626.94,1074.795,-1.682,1074.795,1337.62,618.302,12230.645,9.6766,629.367,335.64599999999996,335.64599999999996,3108.893,3108.893,-1788.332,724.311,724.311,241.058,1693.076,1005.948,567.876,-11.399000000000001,21.373,0.0,130.651,0.0,1671.703,6469.821,323.04200000000003,431.096,321.278,320.118,107.774,0.25,-1.746,0.0,,0.0,0.069,0.0,0.0,0.0,230.878,1447.132,225.1,0.0,987.752,1534.932,229.851,1027.106,238.96599999999998,3078.1279999999997,,3116.7329999999997,0.0,0.0,284.22700000000003,2719.632,298.66,2719.632,0.0,0.0,0.0,150.543,579.618,579.606,0.012,0.0,579.618,1659.49,1943.717,34.8,3.06,3.06,3.09,3.09,0.0,0.0,0.0,,,89.556,0.0,0.0,21.453000000000003,-482.509,75.76100000000001,75.76100000000001,3298.441,4236.767,989.51,987.752,1005.948,989.498,1005.948,6385.263000000001,4897.225,1598.7839999999999,,268.131,-80.84100000000001,1451.546,-8.842,,0.0,0.0,-949.632,0.0,0.0,1190.583,162.047,162.047,4161.46,0.0,786.743,786.743,12230.645,8923.51,124.669,73.50399999999999,198.173,16.438,90.8,194.4,0.0,989.51,987.752,1.3769999999999998,-21.188000000000002,87.8,1583.6429999999998,1659.49,1943.717,3.11,3.08,1374.1689999999999,-3.214,-0.01,-0.01,0.006999999999999999,5224.715,2505.083,5224.715,-2.3080000000000003,-0.01,-0.01,0.0,70.003,0.069,0.069,0.069,0.069,0.0,0.2,6965.1140000000005,0.0,-641.013,-91.057,225.968,1265.032,341.449,1039.0639999999999,7264.678000000001,10706.588,10706.588,3108.962,0.0,0.0,982.23,3.04,3.07,-11.3,0.0,154.774,3182.466,4593.362,4593.362,109.818,0.0,0.0,897.179,,,,153.725,153.724,897.179,161.304,-818.572,508.76300000000003,1327.335,0.0,98.325,154.52700000000002,0.0,368.221,0.0,-407.918,1028.536,0.0,0.0,275.39799999999997,8762.871,2293.05,11,31142.0,2030.0,621347452.0,1.74,1.77,49.46,50.77,40.0,1.0,590532311.0,1.8,1.8,51.23,51.38,40.0,1.0,4.0,Y,Y,30202030,31142,1,2030,0
240,5568,2011,HNZ,DS,1.0,1.0,USD,1.0,12,5,0.0,228.93400000000003,54.138999999999996,-844.7280000000001,54.138999999999996,3882.236,0.0,31.8,932.698,6.617999999999999,-4.83,-828.194,932.698,-11.584000000000001,932.698,1202.3980000000001,3.25,11983.293,8.6143,594.6080000000001,418.73400000000004,418.73400000000004,2758.528,2758.528,-1925.693,1330.441,1330.441,606.13,377.717,939.908,-377.491,16.566,-0.7340000000000001,0.0,-201.266,0.0,378.45099999999996,7182.201,323.32099999999997,431.096,320.226,320.686,107.774,0.25,-1.939,0.0,,0.0,0.061,0.0,0.0,0.0,231.137,200.248,1093.9,0.0,921.211,246.708,1912.467,962.42,1440.9620000000002,4779.981,,3658.228,0.0,0.0,327.518,2782.423,342.793,2782.423,0.0,0.0,0.0,128.444,619.104,619.095,0.009000000000000001,0.0,619.104,1675.485,2003.003,32.2,2.85,2.85,2.87,2.87,0.0,0.0,0.0,,,-122.147,0.0,0.0,-53.503,-362.835,110.64200000000001,110.64200000000001,3185.527,4466.878,923.159,921.211,939.908,923.15,939.908,7704.562,4684.221,1498.694,,277.954,60.919,1329.351,-46.618,0.0,0.0,0.0,-402.005,0.0,56.78,1097.315,146.414,146.414,2647.961,0.0,812.842,812.842,11983.293,9058.712,113.759,52.233000000000004,165.99200000000002,16.749000000000002,96.4,172.9,0.0,923.159,921.211,26.379,-8.236,46.46,1493.1170000000002,1675.485,2003.003,3.38,3.35,1183.443,-41.468999999999994,-0.13,-0.13,0.006,5266.561,2484.138,5266.561,-3.2710000000000004,-0.01,-0.01,0.0,201.90400000000002,0.061,0.061,0.061,0.061,0.0,0.171,6722.55,0.0,-826.4060000000001,171.832,177.91,993.51,-18.322,815.6,7567.278,11649.079,11649.079,2758.5890000000004,0.0,0.0,876.471,2.71,2.73,-224.317,0.0,82.714,2810.822,4666.404,4666.404,110.87,0.0,0.0,817.928,,,,-94.816,-94.816,817.928,215.949,-640.409,592.738,1233.147,0.0,101.54,265.547,0.0,243.535,0.0,1234.275,950.9010000000001,0.0,0.0,294.10400000000004,9646.076,2463.875,11,31142.0,2030.0,566203735.0,1.86,1.89,54.04,55.0,46.99,1.0,567966034.0,1.92,1.92,53.31,55.0,48.17,1.0,4.0,Y,Y,30202030,31142,1,2030,0
242,5568,2012,HNZ,DS,1.0,1.0,USD,1.0,12,5,0.0,252.31400000000002,91.656,-1174.538,91.656,5135.562,0.0,30.9,849.924,24.528000000000002,-20.963,-962.655,849.924,14.110999999999999,849.924,1310.009,0.0,12939.007,8.7203,608.504,399.098,399.098,2801.531,2801.531,-1693.1889999999999,2476.699,2476.699,1146.258,681.7489999999999,1027.333,-228.98,17.865,-1.344,0.0,-134.469,0.0,683.0930000000001,6996.959,323.172,431.096,321.265,320.66200000000003,107.774,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,231.396,1023.212,73.7,0.0,1087.607,2160.393,205.35,867.1460000000001,224.079,3848.3390000000004,,3650.554,-74.712,,332.957,2900.288,348.91,2900.288,0.0,0.0,0.0,122.455,665.691,665.683,0.008,0.0,665.691,1722.0320000000002,2054.989,31.9,3.14,3.37,3.16,3.39,0.0,0.0,0.0,0.0,0.0,-127.512,0.0,0.0,-122.943,256.927,15.446,15.446,3079.25,4531.927,1087.615,1087.607,1102.045,1087.607,1102.045,6726.689,4494.72,1415.47,,285.324,-49.468,1332.6970000000001,6.992000000000001,0.0,0.0,0.0,-373.12,0.0,0.0,1202.24,182.828,182.828,4786.872,0.0,746.8810000000001,746.8810000000001,12939.007,10060.657,29.529,47.29,76.819,14.43,92.0,196.2,0.0,1012.903,1012.895,8.299,-19.496,1137.181,1389.963,1722.0320000000002,2054.989,3.65,3.64,1343.6429999999998,-23.162,-0.07,-0.07,0.0,5359.089,2458.801,5359.089,-2.844,-0.01,-0.01,0.0,139.069,0.0,0.0,0.0,0.0,0.0,0.0,6732.495,0.0,-959.09,-166.239,200.988,1073.8519999999999,-215.44799999999998,872.8639999999999,7907.033,11528.886,11528.886,2801.531,0.0,0.0,1073.682,3.33,3.35,-103.081,19.532,113.477,2848.821,4647.242,4647.242,109.831,0.0,0.0,678.565,,,,-87.265,-87.265,678.565,187.363,-493.02099999999996,642.494,1135.515,0.0,114.23,327.046,0.0,241.59799999999998,0.0,348.69,1019.4119999999999,-74.712,-38.711999999999996,283.607,9473.896999999999,2476.938,11,31142.0,2030.0,483281812.0,2.505,2.025,57.68,60.0,51.36,1.0,647411459.0,2.06,2.06,72.42,72.7,52.29,1.0,1.0,Y,Y,30202030,31142,1,2030,0
244,5597,2010,HSY,DS,1.0,1.0,USD,1.0,12,5,0.0,196.892,196.892,-215.067,196.892,2005.217,0.0,4.5,146.099,32.841,0.0,-270.58,146.099,13.777000000000001,146.099,410.655,0.0,4272.732,3.9744,434.865,179.53799999999998,179.53799999999998,902.316,902.316,255.102,884.6419999999999,884.6419999999999,631.0369999999999,497.57599999999996,509.79900000000004,14.123,-31.476,0.0,0.0,5.13,0.0,497.57599999999996,3080.38,230.313,359.902,227.03,227.74,359.901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,261.392,93.65100000000001,0.0,509.79900000000004,285.48,348.208,10.684000000000001,71.548,1541.825,,1442.533,0.0,0.0,161.77700000000002,1887.0610000000001,197.11599999999999,1887.0610000000001,0.0,0.0,0.0,0.0,283.434,283.434,0.0,0.0,283.434,1003.868,1165.645,13.5,2.21,2.21,2.24,2.24,0.0,0.0,0.0,,,0.0,,0.0,10.199,-71.1,102.53200000000001,103.917,524.134,2590.629,509.79900000000004,509.79900000000004,509.79900000000004,509.79900000000004,509.79900000000004,2479.426,647.214,123.08,2.116,97.932,-13.91,533.622,-21.949,36.5,0.0,0.0,-199.28599999999997,0.0,0.0,593.308,0.0,0.0,1298.845,153.17,494.461,494.461,4272.732,3335.131,0.0,35.285,35.285,,14.888,8.771,0.0,509.79900000000004,509.79900000000004,3.386,2.116,24.088,901.423,1003.868,1165.645,2.6,2.57,808.8639999999999,4.856,0.02,0.02,0.0,3324.763,1437.7020000000002,3324.763,-0.099,0.0,0.0,0.0,169.09900000000002,0.0,0.0,0.0,0.0,0.0,0.0,4159.651,0.0,-237.739,20.329,,390.061,22.671999999999997,390.061,4374.718,5671.009,5671.009,902.316,0.0,0.0,562.8330000000001,2.45,2.48,-104.47,0.0,92.03299999999999,937.6010000000001,4052.1009999999997,4052.1009999999997,132.872,-1.385,1.385,0.0,21.386999999999997,55.76,0.0,-18.654,-18.654,0.0,5.847,77.14699999999999,310.17400000000004,233.02700000000002,0.0,9.402000000000001,350.94800000000004,0.0,299.065,0.0,706.372,593.308,0.0,0.0,93.92,4505.3640000000005,1424.984,11,311320.0,2060.0,424968497.0,1.28,1.28,47.15,52.1,35.76,1.0,424968497.0,1.28,1.28,47.15,52.1,35.76,1.0,1.0,Y,Y,30202030,311351,1,2060,0
246,5597,2011,HSY,DS,1.0,1.0,USD,1.0,12,5,0.0,304.42,304.42,-442.33099999999996,304.42,2046.558,0.0,4.6,136.566,-87.387,0.0,-356.403,136.566,-205.80900000000003,136.566,420.017,0.0,4412.1990000000005,3.77,490.81699999999995,323.961,323.961,849.0219999999999,849.0219999999999,220.364,693.686,693.686,-190.956,401.69800000000004,628.962,-21.213,-120.228,0.0,0.0,-85.823,0.0,401.69800000000004,3343.7090000000003,229.919,359.902,225.206,226.574,359.901,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,350.0,97.59299999999999,250.187,0.0,628.962,139.673,296.72700000000003,48.5,256.189,1748.5,,1350.0,0.0,0.0,160.091,2028.8410000000001,215.763,2028.8410000000001,0.0,0.0,0.0,0.0,304.08299999999997,304.08299999999997,0.0,0.0,304.08299999999997,1087.165,1247.256,13.8,2.74,2.74,2.78,2.78,0.0,0.0,0.0,,,0.0,,0.0,0.0,-438.81800000000004,36.321,50.318000000000005,516.745,2737.079,628.962,628.962,628.962,628.962,628.962,2621.1479999999997,628.658,111.913,7.814,97.89200000000001,-115.331,648.953,-3.6060000000000003,40.7,0.0,5.75,-333.005,0.0,0.0,612.186,0.0,0.0,1173.775,166.91,617.276,617.276,4412.1990000000005,3539.551,0.0,23.625999999999998,23.625999999999998,,16.851,7.431,0.0,628.962,628.962,10.411,7.814,42.08,580.867,1087.165,1247.256,2.86,2.82,962.845,-26.993000000000002,-0.12,-0.12,0.0,3588.558,1559.717,3588.558,-0.166,0.0,0.0,0.0,384.515,0.0,0.0,0.0,0.0,0.0,0.0,4257.266,0.0,-443.79,-9.437999999999999,,399.499,1.459,399.499,4699.597,6080.7880000000005,6080.7880000000005,849.0219999999999,0.0,0.0,582.346,2.53,2.57,-32.137,-11.072000000000001,184.41099999999997,872.648,4258.962,4258.962,134.696,-13.997,13.997,0.0,38.544000000000004,136.861,0.0,33.611,33.611,0.0,13.366,175.405,438.561,263.156,0.0,1.899,292.315,0.0,333.88300000000004,0.0,872.783,612.186,0.0,0.0,102.594,4833.532,1489.8229999999999,11,311320.0,2060.0,333517373.0,1.38,1.38,61.78,62.26,46.24,1.0,333517373.0,1.38,1.38,61.78,62.26,46.24,1.0,1.0,Y,Y,30202030,311351,1,2060,0
248,5597,2012,HSY,DS,1.0,1.0,USD,1.0,12,5,0.0,290.568,290.568,-385.07599999999996,290.568,2113.485,0.0,10.6,125.367,-28.212,0.0,-366.037,125.367,201.665,125.367,441.977,172.856,4754.839,4.6328,592.975,258.72700000000003,258.72700000000003,1036.749,1036.749,234.033,728.2719999999999,728.2719999999999,34.586,718.186,660.931,7.7139999999999995,59.175,0.0,0.0,-9.634,0.0,718.186,3573.8190000000004,228.33700000000002,359.902,223.78599999999997,225.03599999999997,359.901,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,350.0,257.73400000000004,0.8540000000000001,0.0,660.931,375.898,4.025,80.967,99.381,1530.967,,1100.0,0.0,0.0,170.088,1886.555,210.037,1886.555,0.0,0.0,0.0,0.0,341.20599999999996,341.20599999999996,0.0,0.0,341.20599999999996,1208.289,1378.3770000000002,14.2,2.89,2.89,2.94,2.94,0.0,0.0,0.0,,,0.0,,0.0,-12.850999999999999,-586.872,10.542,44.418,588.003,3070.433,660.931,660.931,660.931,660.931,660.931,2579.34,802.716,214.713,5.778,100.26899999999999,26.598000000000003,633.262,-42.239,39.2,0.0,0.0,-473.369,0.0,0.0,650.906,0.0,0.0,1471.11,198.98,668.732,668.732,4754.839,3706.466,0.0,11.624,11.624,,13.687999999999999,5.544,0.0,660.931,660.931,8.718,5.778,118.164,1094.827,1208.289,1378.3770000000002,3.23,3.18,1015.579,24.463,0.11,0.11,0.0,3560.6259999999997,1674.0710000000001,3560.6259999999997,0.415,0.0,0.0,0.0,510.63,0.0,0.0,0.0,0.0,0.0,0.0,4642.541,8.295,-394.249,-50.47,,461.38300000000004,9.173,461.38300000000004,5027.617,6644.2519999999995,6644.2519999999995,1036.749,0.0,0.0,685.809,3.0,3.05,-97.141,0.0,261.597,1048.373,4558.668,4558.668,136.116,-33.876,33.876,35.657,12.448,122.22399999999999,0.0,13.785,13.785,35.657,5.553999999999999,99.015,407.19,308.175,0.0,2.329,327.23,0.0,354.648,0.0,642.375,650.906,0.0,0.0,104.287,5265.875,1692.056,11,311351.0,2060.0,267901802.0,1.56,1.56,72.22,74.71,59.32,1.0,267901802.0,1.56,1.56,72.22,74.71,59.32,1.0,1.0,Y,Y,30202030,311351,1,2060,0
