,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
1436,104833,2010,HEINY,DI,1.0,1.0,EUR,1.3269,12,3,0.0,294.572,294.572,-39.806999999999995,294.572,5729.554,0.0,254.765,748.372,-35.826,0.0,0.0,748.372,-479.01099999999997,748.372,2202.655,-22.557,35227.867999999995,11.8142,3583.9570000000003,859.831,859.831,13571.533000000001,13571.533000000001,-878.408,809.409,831.966,151.267,2693.607,2080.5789999999997,530.76,128.709,195.054,-38.48,0.0,-7.961,2498.553,16959.109,1126.774,1152.006,1148.746,1124.47,1223.402,1.06,0.0,0.0,62.364,0.0,0.0,0.0,0.0,0.0,3293.366,579.855,,0.0,1905.4279999999999,1318.9379999999999,2547.6479999999997,6903.861,4149.215999999999,10259.591,126.056,0.0,0.0,0.0,1439.6870000000001,9535.103000000001,,9535.103000000001,0.0,0.0,0.0,0.0,640.893,465.74199999999996,0.0,0.0,465.74199999999996,3008.0820000000003,4447.769,65.73,1.7,1.7,1.7,1.7,0.0,0.0,0.0,256.092,,47.769,,,-134.017,-2882.027,1431.724,1431.724,9703.62,4447.769,1905.4279999999999,1905.4279999999999,2080.5789999999997,1905.4279999999999,2080.5789999999997,24214.597999999998,14449.941,4746.321,0.0,,126.056,1600.241,433.897,2219.904,1880.217,294.572,-540.048,22.557,0.0,3619.783,3619.783,3619.783,7461.159000000001,0.0,2237.153,2237.153,35227.867999999995,21272.861,0.0,383.474,383.474,175.15099999999998,112.787,177.805,119.421,1905.4279999999999,1905.4279999999999,371.532,238.842,739.0830000000001,3525.573,3008.0820000000003,4447.769,1.59,1.59,2610.012,11.213,0.01,0.01,0.0,19734.983,10199.88,19734.984,0.0,0.0,0.0,0.0,505.54900000000004,0.0,0.0,0.0,0.0,0.0,0.0,8837.154,0.0,2040.773,683.3539999999999,638.239,3002.775,-123.402,2364.536,6800.361999999999,21406.877999999997,21406.877999999997,13571.533000000001,2076.599,157.901,1707.9189999999999,1.52,1.52,13.269,-317.129,,13955.007,72.98,72.98,3.26,0.0,0.0,1314.9579999999999,569.24,0.0,0.0,0.0,-200.362,1314.9579999999999,,-745.7180000000001,1105.308,1851.026,0.0,319.783,,0.0,529.433,,-1731.605,,0.0,0.0,782.8710000000001,16959.109,,19,312120.0,2082.0,,0.431514,0.431514,24.611,26.912,20.421,1.0,,0.431514,0.431514,24.611,26.912,20.421,1.0,1.0,N,N,30201010,312120,90,2082,3
1437,104833,2011,HEINY,DI,1.0,1.0,EUR,1.2973,12,3,0.0,396.974,396.974,-629.191,396.974,6107.688,0.0,300.974,799.137,-89.514,0.0,0.0,799.137,442.379,799.137,2606.275,1045.624,35191.857,11.030999999999999,3504.007,1037.84,1037.84,12679.81,12679.81,-1376.4360000000001,1054.705,1072.867,166.054,1306.381,2023.7879999999998,-639.569,-41.513999999999996,159.56799999999998,-6.487,-120.648,90.811,1146.813,17710.738999999998,1172.555,1152.005,1149.475,1170.201,1196.111,1.04,0.0,0.0,42.81100000000001,0.0,0.0,0.0,0.0,0.0,3234.1690000000003,690.164,,0.0,1855.139,1541.193,2311.7889999999998,7094.933000000001,2058.815,10371.913,90.811,0.0,0.0,0.0,1515.246,9951.588,,9951.588,,0.0,0.0,0.0,752.434,614.92,0.0,0.0,614.92,2987.683,4502.929,64.252,1.58,1.58,1.58,1.58,0.0,0.0,0.0,311.35200000000003,,7.784,,,49.297,-1341.408,1622.922,1622.922,9768.669,4502.929,1855.139,1855.139,2023.7879999999998,1855.139,2023.7879999999998,23464.265,14056.246000000001,4287.577,0.0,629.191,-188.109,1753.95,46.703,2288.437,1743.5710000000001,380.10900000000004,-2276.762,18.162,0.0,3574.062,1388.111,1388.111,7990.071,0.0,2577.735,2577.735,35191.857,22099.505,0.0,412.542,412.542,168.649,160.865,156.97299999999998,206.271,1855.139,1855.139,477.406,386.595,851.029,3776.44,2987.683,4502.929,1.71,1.71,2627.033,-46.38,-0.04,-0.04,0.0,20148.366,10196.778,20148.366,0.0,0.0,0.0,0.0,891.245,0.0,0.0,0.0,0.0,0.0,0.0,8035.476,-384.001,1241.516,-27.243000000000002,679.785,2883.897,-745.948,2204.112,7333.637,22213.667999999998,22213.667999999998,12679.81,1331.03,140.108,1736.24,1.47,1.47,-197.19,-83.027,,13092.351999999999,55.784,55.784,2.53,0.0,0.0,1159.786,614.92,0.0,0.0,-14.27,-14.27,1159.786,,-544.866,1347.895,1892.761,0.0,268.541,682.38,0.0,603.245,,-1882.3829999999998,2185.951,0.0,0.0,640.866,17710.738999999998,,19,312120.0,2082.0,,0.57453,0.57453,23.217,30.733,21.275,1.0,,0.57453,0.57453,23.217,30.733,21.275,1.0,1.0,E,E,30201010,312120,90,2082,3
1438,104833,2012,HEINY,DI,1.0,1.0,EUR,1.3186,12,3,0.0,518.21,518.21,-511.61699999999996,518.21,7301.088000000001,0.0,334.92400000000004,896.648,-14.505,0.0,0.0,896.648,69.88600000000001,896.648,2958.938,4365.885,47441.90900000001,13.4024,3561.539,1542.7620000000002,1542.7620000000002,15415.753,15415.753,-7956.432,1367.388,1381.8929999999998,316.464,3634.062,4099.527,59.336999999999996,72.523,195.153,-1.319,-578.864,-17.142,3438.909,19363.641,1152.005,1152.005,1150.222,1150.045,1215.749,1.05,0.0,0.0,29.009,0.0,0.0,0.0,0.0,0.0,10820.431999999999,1820.987,,0.0,3888.551,2708.405,9015.268,4057.3320000000003,3860.861,14906.773000000001,65.93,0.0,0.0,0.0,1733.9589999999998,11036.681999999999,,11036.681999999999,,0.0,0.0,0.0,796.434,651.388,0.0,0.0,651.388,3142.224,4876.183,76.191,3.38,3.38,3.39,3.39,0.0,0.0,0.0,280.862,,150.32,,,-328.33099999999996,4029.6420000000003,1670.6660000000002,1670.6660000000002,14214.508,4876.183,3888.551,3888.551,4099.527,3888.551,4099.527,31734.746,23372.185,9157.677,0.0,646.114,-68.567,2104.486,69.88600000000001,2571.27,1707.5870000000002,1831.535,-7417.125,14.505,0.0,4215.564,1422.769,1422.769,10285.08,0.0,3061.789,3061.789,47441.90900000001,30613.936,0.0,1412.22,1412.22,210.976,188.56,228.118,197.79,3888.551,3888.551,424.589,342.836,887.418,3553.627,3142.224,4876.183,2.12,2.11,4791.792,-29.998,-0.03,-0.03,0.0,22629.813,11593.131000000001,22629.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10672.749,0.0,1012.684,-84.39,697.539,3296.4990000000003,-694.9019999999999,2598.96,10157.177,24239.824,24239.824,15415.753,1027.1889999999999,253.171,2400.643,2.08,2.09,1951.5279999999998,-1991.086,0.0,16827.973,34.284,34.284,1.7830000000000001,0.0,0.0,2360.294,743.69,0.0,0.0,-142.409,-142.409,2360.294,,-1616.604,1807.8010000000002,3424.405,0.0,402.173,789.841,0.0,692.265,,-2983.992,2792.795,0.0,0.0,726.549,19363.641,,19,312120.0,2082.0,321199.0,0.555218,0.555218,33.57,33.63,22.331,1.0,321199.0,0.555218,0.555218,33.57,33.63,22.331,1.0,1.0,E,E,30201010,312120,90,2082,3
1439,104833,2013,HEINY,DI,1.0,1.0,EUR,1.3779,12,3,0.0,413.37,413.37,-2234.9539999999997,413.37,7571.561,0.0,677.927,792.291,2.7560000000000002,0.0,0.0,792.291,41.336999999999996,792.291,2948.7059999999997,23.424,45935.052,13.6618,3721.708,1886.345,1886.345,15710.816,15710.816,-6244.642,1777.491,1792.648,366.52099999999996,661.3919999999999,2186.7270000000003,-1766.467,35.825,198.418,6.89,271.44599999999997,-73.029,462.974,20963.37,1152.005,1152.005,1149.985,1150.125,1270.424,1.1,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,11137.565,2276.291,,0.0,1879.4560000000001,3269.757,2291.448,2354.831,3408.925,13499.286,28.936,0.0,0.0,0.0,2178.46,11995.997,,11995.997,,0.0,0.0,0.0,978.309,730.2869999999999,0.0,0.0,730.2869999999999,3317.9840000000004,5496.444,80.933,1.64,1.64,1.64,1.64,0.0,0.0,0.0,201.173,,-75.785,,,-289.35900000000004,-2414.081,2470.575,2470.575,13801.046,5496.444,1879.4560000000001,1879.4560000000001,2186.7270000000003,1879.4560000000001,2186.7270000000003,30524.619,21955.458,8154.411999999999,11.023,767.49,-57.872,2083.385,737.175,2594.5860000000002,1372.389,270.068,-1158.8139999999999,15.157,0.0,4372.077,1562.539,1562.539,11027.333999999999,0.0,2393.411,2393.411,45935.052,28909.718999999997,0.0,1314.517,1314.517,307.27099999999996,263.17900000000003,248.02200000000002,133.656,1879.4560000000001,1879.4560000000001,304.515,239.75400000000002,993.466,4015.2009999999996,3317.9840000000004,5496.444,1.65,1.65,2903.235,15.225999999999999,0.01,0.01,0.0,23644.764,11648.767,23644.764,0.0,0.0,0.0,0.0,28.936,0.0,0.0,0.0,0.0,0.0,0.0,10775.178,59.25,1111.9660000000001,6.89,766.112,3282.158,-2371.366,2516.0460000000003,11900.921999999999,26459.814,26459.814,15710.816,1109.21,283.848,1771.085,1.54,1.54,89.56299999999999,-311.405,0.0,17025.333,56.494,56.494,2.02,0.0,0.0,1989.6879999999999,699.9730000000001,0.0,0.0,-321.051,-321.051,1989.6879999999999,,-1289.715,699.9730000000001,1989.6879999999999,0.0,436.79400000000004,986.576,0.0,716.508,,-3455.7729999999997,2809.538,0.0,0.0,808.827,20963.37,,19,312120.0,2082.0,1308746.0,0.6056,0.6056,33.815,38.72,31.814,1.0,1308746.0,0.6056,0.6056,33.815,38.72,31.814,1.0,1.0,E,E,30201010,312120,90,2082,3
1440,105104,2010,WMMVY,DS,1.0,1.0,MXN,0.0807591359,12,3,0.0,68.587,0.0,37.974000000000004,0.0,4960.488,0.0,,6.098,0.0,0.0,0.0,6.098,-510.70099999999996,6.098,3068.809,-9.478,15732.491000000002,5.5442,-161.322,1060.365,1060.365,9895.502,9895.502,7424.545,1991.605,1991.605,418.19800000000004,1619.8,1580.01,39.79,0.0,0.0,0.0,0.0,0.0,1619.8,20637.905,1769.269,1784.84,1784.84,1769.269,4212.498,2.36,0.0,0.0,650.401,0.0,0.0,0.0,0.0,0.0,0.0,28.232,26.225,0.0,1578.875,49.193999999999996,0.0,0.0,66.128,650.401,650.401,0.0,0.0,0.0,504.66900000000004,3033.575,504.66900000000004,3033.575,0.0,0.0,0.0,0.0,463.819,463.81800000000004,0.0,0.0,463.81800000000004,2075.361,2580.03,219.767,0.89,0.89,0.89,0.89,346.50199999999995,0.0,0.0,0.0,0.0,-6.239,177.083,0.0,0.0,-810.7919999999999,735.8789999999999,735.8789999999999,2404.0460000000003,6376.920999999999,1578.875,1578.875,1580.01,1578.875,1580.01,10572.437,2470.9570000000003,66.911,0.0,,-274.58299999999997,2344.928,-55.34,0.0,33.288000000000004,0.0,-1095.9589999999998,0.0,0.0,861.0930000000001,861.0930000000001,861.0930000000001,4096.55,0.0,501.84,501.84,15732.491000000002,5810.455,0.0,26.534000000000002,26.534000000000002,1.135,21.676,35.986999999999995,0.0,1578.875,1578.875,156.033,156.033,20.962,2331.188,2075.361,2580.03,0.89,0.89,2231.394,0.0,0.0,0.0,0.0,11295.235,8261.66,11295.235,0.0,0.0,0.0,0.0,280.392,0.0,0.0,0.0,0.0,0.0,0.0,5844.326,,381.038,-67.47,76.22399999999999,555.368,37.974000000000004,273.39099999999996,5425.314,27014.826,27014.826,9895.502,381.038,0.0,1578.875,0.89,0.89,0.0,36.885,0.0,9922.036,0.0,0.0,0.0,0.0,0.0,561.664,0.0,0.0,0.0,,27.712,561.664,,-561.664,,,0.0,117.454,,205.753,651.384,0.0,863.938,,0.0,0.0,,24434.796000000002,3796.8909999999996,19,452990.0,5331.0,0.0,0.286427,0.286427,28.612,28.958000000000002,21.111,1.0,0.0,0.286427,0.286427,28.612,28.958000000000002,21.111,1.0,1.0,E,E,30101040,452990,92,5331,3
1441,105104,2011,WMMVY,DS,1.0,1.0,MXN,0.0716794495,12,3,0.0,72.793,0.0,121.295,0.0,5552.27,0.0,,5.397,0.0,0.0,0.0,5.397,-325.26099999999997,5.397,3645.164,0.0,16129.767,5.3703,-142.958,1315.483,1315.483,9530.674,9530.674,7343.38,1803.9129999999998,1803.9129999999998,36.222,1683.066,1595.476,87.59,0.0,0.332,0.0,0.0,0.0,1682.734,20777.856,1780.308,1774.7089999999998,1774.7089999999998,1780.308,3721.863,2.1,0.0,0.0,765.98,0.0,0.0,0.0,0.0,0.0,0.0,37.703,28.302,0.0,1595.144,37.703,0.0,0.0,86.54299999999999,765.98,765.98,0.0,0.0,0.0,525.8580000000001,3176.212,525.8580000000001,3176.212,0.0,0.0,0.0,0.0,692.3660000000001,692.3660000000001,0.0,0.0,692.3660000000001,2156.02,2681.8779999999997,238.128,0.9,0.9,0.9,0.9,311.009,0.0,0.0,0.0,0.0,74.21600000000001,257.33,0.0,0.0,-1045.229,668.703,668.703,2133.761,6525.321999999999,1595.144,1595.144,1595.476,1595.144,1595.476,10319.317,2187.294,53.533,0.0,,-754.0980000000001,2878.873,-21.04,0.0,21.273000000000003,0.924,-1324.5910000000001,0.0,0.0,941.4630000000001,941.4630000000001,941.4630000000001,4773.46,0.0,473.155,473.155,16129.767,6576.43,0.0,22.663,22.663,0.332,20.363,19.521,0.0,1595.144,1595.144,87.65100000000001,-5.308,0.0,2331.826,2156.02,2681.8779999999997,0.9,0.9,2164.583,0.0,0.0,0.0,0.0,11539.745,8363.533000000001,11539.745,0.0,0.0,0.0,0.0,247.63099999999997,0.0,0.0,0.0,0.0,0.0,0.0,5951.769,,408.26599999999996,-290.994,65.7,796.691,121.295,375.375,5422.2080000000005,27303.178,27303.178,9530.674,408.26599999999996,0.0,1595.144,0.9,0.9,0.0,44.751999999999995,0.0,9553.337,0.0,0.0,0.0,0.0,0.0,563.835,0.0,0.0,0.0,,55.994,563.835,,-563.835,,,0.0,149.13,,355.616,569.107,0.0,778.81,,0.0,0.0,79.08800000000001,24621.3,3843.4440000000004,19,452990.0,5331.0,,0.475943,0.475943,27.445,31.217,21.840999999999998,1.0,,0.475943,0.475943,27.445,31.217,21.840999999999998,1.0,1.0,E,E,30101040,452990,92,5331,3
1442,105104,2012,WMMVY,DI,1.0,1.0,MXN,0.07713966139999999,12,3,0.0,78.381,78.381,12.557,78.381,6066.83,0.0,17.085,25.719,0.0,0.0,-20.851,25.719,67.878,25.719,3781.355,14.635,17147.043999999998,6.081,-198.875,1130.8339999999998,1130.8339999999998,10776.48,10776.48,8785.304,2172.502,2172.502,231.175,1681.0179999999998,1794.9370000000001,-97.12700000000001,0.0,-0.502,0.0,-16.792,0.0,1681.52,24303.697,1774.0220000000002,1772.1589999999999,1772.1589999999999,1774.0220000000002,3545.3179999999998,2.0,0.0,0.0,893.221,0.0,0.0,0.0,0.0,0.0,0.0,36.72,34.01,0.0,1795.4379999999999,36.72,0.0,0.0,99.696,893.221,893.221,0.0,0.0,0.0,647.441,4288.154,647.441,4288.154,0.0,0.0,0.0,0.0,741.441,741.441,0.0,0.0,741.441,2520.19,3167.631,248.24599999999998,1.01,1.01,1.01,1.01,358.398,0.0,0.0,0.0,0.0,-26.843000000000004,233.687,0.0,0.0,-925.054,765.36,765.36,1908.828,7944.616,1795.4379999999999,1795.4379999999999,1794.9370000000001,1795.4379999999999,1794.9370000000001,11680.17,1991.1760000000002,82.348,0.0,,-15.577,3015.512,2.354,0.0,8.905,0.0,-1103.422,0.0,0.0,860.539,860.539,860.539,4795.275,0.0,163.333,163.333,17147.043999999998,6360.095,0.0,10.469000000000001,10.469000000000001,-0.501,20.961,15.918,0.0,1795.4379999999999,1795.4379999999999,104.13600000000001,104.13600000000001,0.0,2286.494,2520.19,3167.631,1.02,1.02,2530.034,0.0,0.0,0.0,0.0,13342.568000000001,9054.414,13342.568000000001,0.0,0.0,0.0,0.0,83.917,0.0,0.0,0.0,0.0,0.0,0.0,7430.036999999999,,425.44599999999997,80.653,37.736999999999995,800.435,33.408,507.44699999999995,6971.183000000001,32248.313,32248.313,10776.48,446.29699999999997,0.0,1801.55,1.01,1.01,-9.404,3.62,0.0,10786.948999999999,0.0,0.0,0.0,0.0,0.0,508.26599999999996,0.0,0.0,0.0,38.558,38.558,508.26599999999996,,-508.26599999999996,,,0.0,116.661,,255.25099999999998,735.097,0.0,1271.555,,0.0,0.0,84.88799999999999,29080.682,4776.985,19,452990.0,5331.0,,0.401988,0.401988,32.481,34.621,24.011999999999997,1.0,,0.401988,0.401988,32.481,34.621,24.011999999999997,1.0,1.0,E,E,30101040,452990,92,5331,3
1443,105104,2013,WMMVY,DI,1.0,1.0,MXN,0.07634753400000001,12,3,300.255,377.635,77.38,30.371,377.635,6310.053000000001,0.0,14.755999999999998,43.758,0.0,0.0,-16.284000000000002,43.758,46.731,43.758,4001.938,26.596999999999998,17579.946,6.1906,-209.667,1067.874,1067.874,10912.368999999999,10912.368999999999,8938.427,1613.185,1613.185,-537.009,1752.0410000000002,1734.098,13.591,0.0,-0.281,0.0,4.352,0.0,1752.3220000000001,24648.661,1768.789,1762.72,1762.72,1768.789,3495.005,1.98,0.0,0.0,979.188,0.0,0.0,0.0,0.0,0.0,0.0,55.20399999999999,62.443000000000005,0.0,1679.931,55.20399999999999,0.0,0.0,103.26299999999999,979.188,979.188,0.0,54.448,,663.437,4436.213,663.437,4436.213,0.0,0.0,0.0,0.0,1225.872,1225.872,0.0,0.0,1225.872,2406.613,3070.05,226.28900000000002,0.98,0.95,0.98,0.95,386.407,0.0,0.0,0.0,0.0,-51.053000000000004,199.415,0.0,-3.017,-1586.273,773.694,773.694,1889.226,7811.366999999999,1679.931,1679.931,1679.651,1679.931,1679.651,11893.112,1973.942,84.71600000000001,0.0,,-366.731,3343.633,-10.514000000000001,0.0,7.824,0.0,-1091.0739999999998,0.0,0.0,912.654,912.654,912.654,5017.667,0.0,146.06,146.06,17579.946,6666.022,0.0,1.555,1.555,-0.28,24.54,36.516,0.0,1734.379,1734.379,87.85799999999999,87.85799999999999,0.0,2191.391,2406.613,3070.05,0.95,0.95,2406.246,0.0,0.0,0.0,0.0,13680.582,9244.369,13680.582,0.0,0.0,0.0,0.0,254.12099999999998,0.0,0.0,0.0,0.0,0.0,0.0,7627.031,,514.28,-165.615,46.278,975.6,46.655,627.1030000000001,7066.096,32460.028,32460.028,10912.368999999999,530.564,0.0,1679.931,0.95,0.95,0.0,14.338,0.0,10913.923999999999,0.0,0.0,0.0,0.0,0.0,523.107,0.0,0.0,0.0,26.798000000000002,26.798000000000002,523.107,,-523.107,,,0.0,47.871,,302.219,726.595,0.0,1292.386,,54.448,61.879,88.225,29389.978,4741.317,19,452990.0,5331.0,,0.745266,0.745266,26.158,33.489000000000004,23.765,1.0,,0.745266,0.745266,26.158,33.489000000000004,23.765,1.0,1.0,E,E,30101040,452990,92,5331,3
1445,106254,2009,ELDO,DS,1.0,1.0,USD,1.0,12,5,0.0,0.166,0.166,0.0,0.166,1.4769999999999999,0.0,,0.325,0.0,0.0,0.0,0.325,-0.002,0.325,0.5710000000000001,0.0,6.682,0.17,1.7690000000000001,0.19699999999999998,0.19699999999999998,1.111,1.111,1.111,0.065,0.065,-0.282,-0.361,-0.361,0.0,0.0,0.0,0.0,0.0,0.0,-0.361,2.13,6.5360000000000005,6.5360000000000005,6.5360000000000005,6.5360000000000005,0.006999999999999999,0.001,0.0,,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.191,1.4669999999999999,0.0,-0.361,0.191,0.0,0.0,0.484,4.275,4.275,4.257,0.0,0.0,0.498,6.563,0.498,6.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.39799999999999996,0.078,-0.06,-0.06,-0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.484,0.005,0.005,0.0,6.347,-0.361,-0.361,-0.361,-0.361,-0.361,5.386,,,0.0,0.361,0.002,0.392,0.0,0.0,0.731,0.0,-0.19699999999999998,0.0,0.0,0.35600000000000004,0.073,0.073,1.1179999999999999,0.0,0.17800000000000002,0.17800000000000002,6.682,5.571000000000001,0.0,0.0,0.0,0.0,0.345,0.0,0.0,-0.361,-0.361,0.027000000000000003,0.0,0.0,0.39899999999999997,-0.1,0.39799999999999996,-0.06,-0.06,-0.434,0.0,0.0,0.0,0.0,10.712,4.149,10.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.665,0.0,0.0,0.114,0.0,0.8540000000000001,0.0,0.8540000000000001,-0.665,8.477,8.477,1.111,0.0,0.0,-0.361,-0.06,-0.06,0.0,0.0,0.0,1.111,0.0,0.0,0.0,0.0,0.0,0.0,0.10099999999999999,0.03,0.0,-0.073,-0.073,0.0,0.0,0.131,0.131,0.0,0.0,0.0,0.0,0.0,-0.073,0.0,0.359,0.28300000000000003,0.0,0.0,0.361,8.079,5.949,19,312112.0,2086.0,195349.0,0.0,0.0,0.49,2.09,0.25,1.0,138710.0,0.0,0.0,0.4,1.5,0.25,1.0,1.0,Y,Y,30201030,312112,1,2086,3
1447,106254,2010,ELDO,DS,1.0,1.0,USD,1.0,12,5,0.0,0.057,0.057,0.0,0.057,1.5530000000000002,0.0,,0.271,0.0,0.0,0.0,0.271,0.057999999999999996,0.271,0.503,0.0,6.18,0.08900000000000001,1.653,0.24100000000000002,0.24100000000000002,0.537,0.537,0.537,0.079,0.079,0.013999999999999999,-0.45799999999999996,-0.45799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-0.45799999999999996,2.363,6.0360000000000005,6.0360000000000005,6.0360000000000005,6.0360000000000005,0.006,0.001,0.0,,0.043,0.0,0.0,0.0,0.0,0.0,0.0,4.292,0.028999999999999998,0.0,-0.45799999999999996,4.662,0.0,0.0,0.20600000000000002,0.043,0.043,0.0,0.0,0.0,0.47,7.031000000000001,0.47100000000000003,7.031000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.502,0.076,-0.08,-0.08,-0.08,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.07400000000000001,0.07400000000000001,0.0,6.4910000000000005,-0.45799999999999996,-0.45799999999999996,-0.45799999999999996,-0.45799999999999996,-0.45799999999999996,0.58,,,0.0,0.34700000000000003,0.023,0.368,0.0,0.0,0.361,0.0,-0.24100000000000002,0.0,0.0,0.435,0.099,0.099,5.6,0.0,0.0,0.0,6.18,5.643,0.0,0.0,0.0,0.0,0.363,0.0,0.0,-0.45799999999999996,-0.45799999999999996,0.033,0.0,0.37,0.09,0.032,0.502,-0.07,-0.07,-0.326,0.0,0.0,0.0,0.0,11.026,3.995,11.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.122,0.0,0.0,-0.19399999999999998,0.0,1.0490000000000002,0.0,1.0490000000000002,-1.122,8.854,8.854,0.537,0.0,0.0,-0.574,-0.1,-0.1,-0.044000000000000004,0.0,0.0,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,-4.047,0.336,0.0,0.0,0.34700000000000003,8.352,5.989,19,312112.0,2086.0,56709.0,0.0,0.0,0.35,1.5,0.35,1.0,71725.0,0.0,0.0,0.35,0.73,0.35,1.0,4.0,Y,Y,30201030,312112,1,2086,3
1449,106254,2011,ELDO,DS,1.0,1.0,USD,1.0,12,5,0.0,0.05,0.05,0.0,0.05,1.581,0.0,,0.204,0.0,0.0,0.0,0.204,-0.02,0.204,0.237,0.0,5.956,0.1117,1.6740000000000002,0.217,0.217,0.674,0.674,0.602,0.25,0.25,0.171,0.11599999999999999,0.11599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,2.4930000000000003,6.0360000000000005,6.0360000000000005,6.0360000000000005,6.0360000000000005,0.006,0.001,0.0,,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.157,0.0,0.11599999999999999,0.523,0.0,0.0,0.068,4.114,4.114,4.0969999999999995,0.0,0.0,0.479,7.505,0.479,7.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45899999999999996,0.938,0.078,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.068,0.02,0.02,0.0,6.734,0.11599999999999999,0.11599999999999999,0.11599999999999999,0.11599999999999999,0.11599999999999999,4.788,0.07200000000000001,0.07200000000000001,0.0,0.345,0.032,0.336,0.0,0.0,0.361,0.0,-0.217,0.0,0.0,0.408,0.081,0.081,1.168,0.0,0.0,0.0,5.956,5.282,0.0,0.0,0.0,0.0,0.255,0.019,0.0,0.11599999999999999,0.11599999999999999,0.002,0.0,0.37,0.456,0.45899999999999996,0.938,0.02,0.02,0.11599999999999999,0.0,0.0,0.0,0.0,11.243,3.738,11.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.006,0.0,0.0,0.10400000000000001,0.0,0.945,0.0,0.945,-1.006,9.227,9.227,0.674,0.0,0.0,0.11599999999999999,0.02,0.02,0.0,0.0,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.327,0.0,0.0,0.345,8.289,5.796,19,312112.0,2086.0,64986.0,0.0,0.0,0.15,0.73,0.05,1.0,49310.0,0.0,0.0,0.19,0.59,0.05,1.0,1.0,Y,Y,30201030,312112,1,2086,3
