,gvkey,fyear,datafmt,tic,conm,Sum,diff,,at,capx,cogs,cshfd,cshpri,dltt,dp,epsfi,epsfx,epspi,epspx,ib,ibmii,mii,ni,nopi,pi,ppent,reuna,sale,seq,teq,txt,wcap,xido,xint,xsga,cshtr_c,at,adjex_f
265,62715,2012,STD,DROP,FUSE SCIENCE INC,292924041.7,0.176999986,,0.8,0.086,0.024,121.261,121.261,0.086,0.007,-0.09,-0.09,-0.09,-0.09,-11.042,-11.042,0,-11.042,-0.006,-11.042,0.094,-23.114,0.105,-0.344,-0.471,0,-0.611,0,3.794,7.494,292923854,0.8,1
266,62715,2013,SUMM_STD,DROP,FUSE SCIENCE INC,581605006.1,0,,1.646,0.066,9.317,264.235,264.235,0,0.02,-0.08,-0.08,-0.08,-0.08,-21.368,-21.368,0,-21.368,-9.551,-21.368,0.143,-44.482,0.487,-0.535,-0.661,0,-0.631,0,2.967,,581604602,1.646,1
267,62715,2013,STD,DROP,FUSE SCIENCE INC,581605006.1,0,,1.646,0.066,0.156,264.235,264.235,0,0.02,-0.08,-0.08,-0.08,-0.08,-21.368,-21.368,0,-21.368,-9.551,-21.368,0.143,-44.482,0.487,-0.535,-0.661,0,-0.631,0,2.967,9.161,581604602,1.646,1
268,66016,2010,SUMM_STD,INGR,INGREDION INC,156113943.3,-123,,5040,159,3488,76.8,75.6,1681,155,2.2,2.2,2.24,2.24,169,176,7,169,-95,275,2156,1046,4632,1976,2002,99,881,0,46,573,156084106,5040,1
269,66016,2010,STD,INGR,INGREDION INC,156114066.3,-123,,5071,159,3488,76.8,75.6,1681,155,2.2,2.2,2.24,2.24,169,176,7,169,15,275,2123,1046,4632,1976,2002,99,862,0,49,573,156084106,5071,1
270,66016,2011,SUMM_STD,INGR,INGREDION INC,184143206.5,37,,5317,263,4882,78.2,76.4,1801,211,5.32,5.32,5.44,5.44,416,423,7,416,60.2,593,2156,1412,6544,2104,2133,170,1176,0,81,837.2,184106710,5317,1
271,66016,2011,STD,INGR,INGREDION INC,184143169.5,37,,5317,263,4882,78.2,76.4,1801,211,5.32,5.32,5.44,5.44,416,423,7,416,18.2,593,2156,1412,6544,2104,2133,170,1176,0,86,837.2,184106710,5317,1
272,66016,2012,SUMM_STD,INGR,INGREDION INC,111075908.8,-45,,5592,313,5083,78.2,76.5,1724,211,5.47,5.47,5.59,5.59,428,434,6,428,-8,601,2193,1769,6868,2437,2459,167,1427,0,77,888,111037042,5592,1
273,66016,2012,STD,INGR,INGREDION INC,111075953.8,-45,,5592,313,5083,78.2,76.5,1724,211,5.47,5.47,5.59,5.59,428,434,6,428,31,601,2193,1769,6868,2437,2459,167,1427,0,83,888,111037042,5592,1
274,66016,2013,SUMM_STD,INGR,INGREDION INC,145156436.7,-8,,5360,298,5003,78.3,77,1717,194,5.05,5.05,5.14,5.14,396,403,7,396,24,547,2156,2045,6653,2404,2429,144,1394,0,74,859,145118397,5360,1
275,66016,2013,STD,INGR,INGREDION INC,145156444.7,-8,,5360,298,5003,78.3,77,1717,194,5.05,5.05,5.14,5.14,396,403,7,396,28,547,2156,2045,6653,2404,2429,144,1394,0,78,859,145118397,5360,1
276,66073,2010,SUMM_STD,PHLI,PACIFICHEALTH LABORATORIES,4698037.121,0,,1.425,0.041,4.037,16.147,16.147,0,0.1,-0.05,-0.05,-0.05,-0.05,-0.761,-0.761,0,-0.761,0.005,-0.761,0.053,-19.648,7.201,0.555,0.555,0,0.492,0,0.006,3.824,4698007,1.425,1
277,66073,2010,STD,PHLI,PACIFICHEALTH LABORATORIES,4698037.121,0,,1.425,0.041,4.037,16.147,16.147,0,0.1,-0.05,-0.05,-0.05,-0.05,-0.761,-0.761,0,-0.761,0.005,-0.761,0.053,-19.648,7.201,0.555,0.555,0,0.492,0,0.006,3.824,4698007,1.425,1
278,66073,2011,SUMM_STD,PHLI,PACIFICHEALTH LABORATORIES,4976312.734,4974174.595,,1.891,0.016,3.927,19.545,19.545,0,0.042,-0.02,-0.02,-0.02,-0.02,-0.486,-0.486,0,-0.486,0.003,-0.486,0.027,-20.134,6.915,1.231,1.231,0,1.193,0,0.015,3.42,4976273,1.891,1
279,277487,2011,STD,LND,BRASILAGRO CIA BRAS DE PROP,2138.139,4974174.595,,481.738,2.662,30.511,58.422,58.422,35.547,9.56,0.16,0.16,0.16,0.16,9.454,9.403,-0.051,9.454,30.513,12.728,8.272,-9.553,51.006,365.708,369.941,3.325,88.979,0,10.554,18.166,,481.738,1
280,277487,2012,STD,LND,BRASILAGRO CIA BRAS DE PROP,,,,366.233,2.159,54.097,58.422,58.422,25.532,14.382,-0.05,-0.05,-0.05,-0.05,-2.774,-3.285,-0.511,-2.774,17.423,-9.679,7.847,-10.188,79.246,278.232,278.232,-6.394,53.942,0,22.05,15.819,60000,366.233,1
281,277487,2013,STD,LND,BRASILAGRO CIA BRAS DE PROP,,,,349.187,1.533,95.963,58.445,58.422,25.787,12.683,0.22,0.22,0.22,0.22,13.013,13.013,0,13.013,5.204,11.948,6.728,0,139.687,265.905,265.905,-1.065,71.128,0,5.286,19.011,982749,349.187,1
